,1A,1B,2A,2B,3A,3B,4A,4B,5A,5B,6A,6B,7A,7B,9A,9B,10A,10B
cg14651435,0.02659665,0.03035845,0.9466235,0.9538314,0.5381157,0.6009466,0.5385423,0.5249309,0.5443686,0.5037911,0.04117246,0.03882127,0.003471776,0.05380868,0.5525323,0.5211695,0.9536514,0.9598627
cg19311470,0.5832514,0.5963126,0.5296273,0.5494789,0.05740646,0.05654346,0.9827392,0.9601131,0.05262632,0.0381334,0.06771879,0.05194417,0.5830082,0.529242,0.9726368,0.9742292,0.5900132,0.5740487
cg12145624,0.1481203,0.8272612,0.7705259,0.820787,0.8339893,0.8358705,0.05908363,0.1392582,0.07331887,0.2171448,0.8129032,0.7628494,0.7999094,0.8211707,0.7758768,0.8195212,0.05514925,0.06251416
cg24760581,0.8007948,0.799024,0.02361673,0.07443245,0.1962025,0.4776358,0.3987915,0.25,0.04649097,0.04035033,0.8385682,0.8136219,0.8325696,0.7790653,0.03415454,0.04515805,0.7389456,0.8487141
cg05492172,0.04024003,0.06084188,0.5744726,0.6164368,0.8994575,0.912961,0.05955722,0.04471005,0.841149,0.9063893,0.5957534,0.6057914,0.05147656,0.07398453,0.5621456,0.5376166,0.05024887,0.05577465
cg22251955,0.02555235,0.02806736,0.8293682,0.8800192,0.5526409,0.5249849,0.04474162,0.04262009,0.8518289,0.8673115,0.8692429,0.8975405,0.5433652,0.5494071,0.02460427,0.03829044,0.5322874,0.5648531
cg08210468,0.1492537,0.06649616,0.8445103,0.8776249,0.2408451,0.07279693,0.2752294,0.2413127,0.8443953,0.8497869,0.8713093,0.8852269,0.8682716,0.8740471,0.2737864,0.2822967,0.03317536,0.2565445
cg10713875,0.1531915,0.1835334,0.1212553,0.1471136,0.887116,0.8588208,0.8799004,0.8793375,0.879256,0.9083797,0.2142857,0.1021324,0.8859696,0.8693172,0.8591107,0.8890799,0.8675586,0.8819337
cg20696674,0.8093501,0.8768679,0.8941945,0.9087607,0.5008945,0.5796889,0.5061125,0.522787,0.9037647,0.9358553,0.07712333,0.06047382,0.9147465,0.9131799,0.8636959,0.9059505,0.0405271,0.007832898
cg11420142,0.9168994,0.9052338,0.5021112,0.5064117,0.05594575,0.06931702,0.90734,0.8990778,0.06224217,0.03484148,0.5295226,0.5925236,0.5257517,0.5406724,0.03940157,0.04635678,0.05242769,0.06360807
cg10252249,0.8386246,0.858368,0.1395439,0.189989,0.8267262,0.8461233,0.1665103,0.2297236,0.1626556,0.1358453,0.1407468,0.1198934,0.1562814,0.1632113,0.838431,0.846169,0.8533558,0.8646367
cg00540295,0.1915629,0.2092555,0.8390875,0.8412232,0.8372254,0.833509,0.1764706,0.04914371,0.8508465,0.8325261,0.84274,0.8560161,0.8335827,0.8121837,0.1296443,0.147234,0.1577267,0.1681818
cg12543766,0.8658276,0.9073569,0.5115551,0.5484733,0.8953597,0.9000896,0.8776491,0.8834672,0.05314922,0.04101733,0.9020372,0.8871804,0.8965115,0.9050592,0.4940235,0.4924421,0.04920785,0.05016603
cg13657582,0.8612893,0.8691954,0.838176,0.8730645,0.1174628,0.1426438,0.8585431,0.8751516,0.8603396,0.8528289,0.1549881,0.1565762,0.8732497,0.8728284,0.1293478,0.1555091,0.8795115,0.8809495
cg00841008,0.03459687,0.07856617,0.9005433,0.8880185,0.5319103,0.5624628,0.05837295,0.05578704,0.0318069,0.01474491,0.05295878,0.04877005,0.8774465,0.887798,0.5061822,0.5094599,0.5751039,0.6091804
cg04610742,0.4699239,0.5326179,0.7796351,0.8258654,0.8325041,0.8563395,0.05324728,0.04389846,0.8055889,0.8478906,0.8313017,0.8500365,0.4749896,0.5101738,0.0432526,0.0424881,0.05475941,0.05344215
cg08265308,0.9397478,0.914739,0.1715116,0.1666667,0.9320599,0.9281263,0.2701613,0.07124011,0.406639,0.2901408,0.3921162,0.3924051,0.1795332,0.1030195,0.9179044,0.900557,0.8297619,0.8794341
cg12232167,0.9170389,0.8709799,0.5228778,0.5368252,0.897162,0.9005368,0.8728184,0.8888155,0.8828571,0.9168948,0.6092976,0.539147,0.04168353,0.04672897,0.03747658,0.03824309,0.8743341,0.8661553
cg08775595,0.5164544,0.5225305,0.5148814,0.5337039,0.03381825,0.02870015,0.04580153,0.04451997,0.8835027,0.8868019,0.04579544,0.01148825,0.575052,0.5499739,0.01276596,0.02972843,0.8530489,0.8646367
cg04821830,0.882237,0.9060934,0.2177177,0.193646,0.8897379,0.8769019,0.1948529,0.2055288,0.2047101,0.1894587,0.3560976,0.1943069,0.8885573,0.8793964,0.1842105,0.1356421,0.8931431,0.8901048
cg10422744,0.7556722,0.7544107,0.138404,0.05441176,0.7849917,0.8159153,0.0970266,0.08892356,0.09468439,0.08712871,0.1100977,0.07987805,0.09090909,0.07520325,0.7710125,0.8078031,0.7291216,0.7846154
cg05611160,0.4822985,0.5181304,0.860601,0.8759873,0.05116697,0.05435305,0.0370856,0.03788325,0.8768318,0.8536958,0.8768389,0.8779637,0.04711788,0.03046734,0.5177276,0.5216802,0.5190686,0.5858055
cg25203245,0.5019961,0.4733689,0.4848758,0.5129103,0.04818068,0.05465714,0.03432432,0.03967039,0.9015909,0.9213817,0.9086093,0.9103939,0.03991541,0.0667423,0.4403426,0.4692563,0.0407855,0.05148844
cg11294950,0.547029,0.5698613,0.5689644,0.5778931,0.8931021,0.8933442,0.9019328,0.8759398,0.05771159,0.05,0.8851404,0.9015416,0.8969805,0.8926137,0.04247345,0.03839308,0.8991115,0.9074657
cg18137779,0.8642407,0.8885325,0.05260901,0.03790968,0.4616352,0.4725363,0.05071103,0.04565675,0.9039427,0.8957112,0.06292474,0.0605848,0.5749953,0.599936,0.04464739,0.04075935,0.5443084,0.5953598
cg20976286,0.8637766,0.8583368,0.4958705,0.5088047,0.5100965,0.5008123,0.07321082,0.03805645,0.03324061,0.02608557,0.8812445,0.8835477,0.8824122,0.8502825,0.4475751,0.4834816,0.03778155,0.03554848
cg22777560,0.1773836,0.2513562,0.8435926,0.8683211,0.8417508,0.8493374,0.8174924,0.8690918,0.8721217,0.8504116,0.1336336,0.2334495,0.2808511,0.3364662,0.05703422,0.01174497,0.8462131,0.8702325
cg15794987,0.1890909,0.3140283,0.8737009,0.8812387,0.9035847,0.9069643,0.2428298,0.2107232,0.2322275,0.08538588,0.8862229,0.9057219,0.1542056,0.1954198,0.8545681,0.8636763,0.1775785,0.2885496
cg12695921,0.1182609,0.1353846,0.8565694,0.8356415,0.8584697,0.8260724,0.8194298,0.8074872,0.8435161,0.7950175,0.8528754,0.836391,0.1269841,0.09930716,0.1194166,0.08425197,0.8253291,0.8287433
cg04998327,0.477015,0.4670887,0.4914791,0.4994873,0.8893263,0.9084566,0.04102891,0.04587246,0.8993072,0.899374,0.03205001,0.04416629,0.9102645,0.8957781,0.4544082,0.4479502,0.917453,0.9050009
rs472920,0.9587327,0.9705744,0.554714,0.5717204,0.03916333,0.03447761,0.5380767,0.5360165,0.9650645,0.9680669,0.5845011,0.6007414,0.5573088,0.6267129,0.9550562,0.9649666,0.03706218,0.04086643
cg20381372,0.1719198,0.1810865,0.8829889,0.8448649,0.2126789,0.04006969,0.2391304,0.1774809,0.8463724,0.8784946,0.1918465,0.1952862,0.1628392,0.1380145,0.08467742,0.1317568,0.8752147,0.9052393
cg07882838,0.8622384,0.8837031,0.5043097,0.5069173,0.8835277,0.8879895,0.8826699,0.8770656,0.0353039,0.02673953,0.03592025,0.02506736,0.4960545,0.4717667,0.8301822,0.8521276,0.8360524,0.8811571
cg04218584,0.8998651,0.9122612,0.8934895,0.9000909,0.883715,0.8803685,0.1608579,0.2817109,0.2358209,0.1966527,0.9150576,0.9086348,0.9031535,0.8993701,0.08057851,0.1542289,0.9110452,0.8724741
cg18698799,0.926249,0.9059117,0.5499636,0.5720837,0.9348601,0.9091073,0.5790878,0.5852295,0.05787452,0.05613426,0.9175129,0.9266449,0.5495461,0.625,0.03988143,0.03383277,0.9316729,0.926285
cg20566384,0.07967968,0.07151842,0.06387815,0.06221006,0.8826789,0.9127787,0.9121281,0.9218543,0.5763446,0.530453,0.8916831,0.9289617,0.8944351,0.9121447,0.8668105,0.9281984,0.5066238,0.51817
cg12109978,0.5065263,0.5329057,0.8647095,0.9072493,0.5126808,0.5055844,0.02761104,0.04803304,0.869272,0.8579144,0.871395,0.8685328,0.04528565,0.05840131,0.892389,0.8927404,0.9005458,0.8920115
cg18339359,0.2634033,0.3280881,0.910759,0.9333333,0.8808789,0.8936912,0.1426256,0.363255,0.3258786,0.2378535,0.9594871,0.9778013,0.9028461,0.9294734,0.9081305,0.9120205,0.2345821,0.1147541
cg12869097,0.5547826,0.5515413,0.9059635,0.9337308,0.9253715,0.9214465,0.905772,0.9087037,0.04474158,0.0413392,0.04243917,0.04721775,0.9246404,0.9086531,0.5366349,0.5359641,0.5816283,0.5668135
cg10811640,0.5489646,0.5460512,0.5428355,0.5649339,0.0382372,0.04712405,0.03234845,0.03427297,0.6034326,0.5263909,0.900111,0.9172821,0.9336404,0.8934885,0.9145158,0.9094444,0.8994761,0.9193548
cg22444562,0.8990228,0.8830249,0.03396867,0.04401247,0.7583758,0.7143367,0.8891574,0.9042379,0.9122077,0.911027,0.9113924,0.9081473,0.06366918,0.09097525,0.9072716,0.8858229,0.6996403,0.7398552
cg06160295,1,0.1031143,0.08494492,0.08072463,0.07977788,0.09306274,0.09177309,0.09981394,0.08430055,0.1427035,0.1098166,0.09827295,1,0.10296,1,0.08921524,0.08156884,0.09319059
cg04131969,0.04310225,0.04952133,0.495452,0.499233,0.5093444,0.5004995,0.03659174,0.03902439,0.03993594,0.03994959,0.8820997,0.8964685,0.9058584,0.8909609,0.4666311,0.4747371,0.03688209,0.04780181
cg26642936,0.07173601,0.2066028,0.1284176,0.02837489,0.8205055,0.7700758,0.08568075,0.1413662,0.1181193,0.08907363,0.7832458,0.7982008,0.1679012,0.2301013,0.8018076,0.782201,0.8115447,0.8264832
cg09510698,0.05569728,0.05103173,0.5324005,0.5187852,0.8805147,0.8660417,0.06233449,0.04634496,0.8869387,0.8882802,0.880657,0.8761803,0.8398564,0.86862,0.8726655,0.8603735,0.8756392,0.8639693
cg11956442,0.03702819,0.05244755,0.6068677,0.5975565,0.04720455,0.04390428,0.04524181,0.038108,0.6028993,0.5605795,0.048003,0.05163934,0.6399784,0.6578774,0.04553697,0.03284468,0.9480865,0.9331133
cg22304519,0.9280677,0.9323462,0.06921746,0.03603604,0.1138148,0.05096041,0.67934,0.6584141,0.6278056,0.6046729,0.8895054,0.9538681,0.9468229,0.9468378,0.5849241,0.5365548,0.9521042,0.9376476
cg15961042,0.8679933,0.1056131,0.9001172,0.8882668,0.220649,0.1700329,0.8612091,0.8130147,0.8739971,0.828103,0.8510837,0.8928022,0.259161,0.1471924,0.8694599,0.8571946,0.03932045,0.8573854
cg16310958,0.8597799,0.831586,0.8820503,0.8853146,0.1320833,0.1310577,0.8430536,0.8663298,0.8963552,0.8872474,0.8902086,0.8941176,0.8555628,0.8414138,0.1746631,0.197389,0.1449795,0.1683208
cg16412745,0.1678371,0.1270115,0.8446758,0.860145,0.8658092,0.8688509,0.8576242,0.8620782,0.2002356,0.1251101,0.2725857,0.1140473,0.8161943,0.8275054,0.819807,0.8570278,0.1847002,0.2191693
cg07969008,0.06658596,0.07249071,0.1429856,0.1428571,0.7767524,0.7864655,0.06841505,0.1395683,0.1278481,0.1742021,0.7918101,0.7933868,0.07239057,0.1113801,0.7606407,0.7699439,0.7846707,0.8102771
rs654498,0.9468085,0.9349593,0.01914774,0.00971984,0.9598653,0.9398019,0.5068892,0.4859774,0.5381874,0.450361,0.5136218,0.5096204,0.9227933,0.8930693,0.02455289,0.03290323,0.5088268,0.5873016
cg09860529,0.8941342,0.9064003,0.896981,0.9180521,0.9036064,0.9138878,0.8766829,0.8939417,0.8972418,0.000807754,0.8826667,0.8958868,0.9152953,0.8852236,0.8925545,0.000830565,0.000594884,0.9138336
cg13286024,0.8294118,0.8540576,0.1076233,0.1620029,0.9050436,0.9069141,0.8565689,0.8812001,0.8916715,0.8807697,0.2421581,0.2141058,0.8927077,0.8709115,0.1401425,0.1650485,0.87306,0.9000752
cg25150572,0.9037982,0.8808347,0.8757715,0.8756116,0.5842105,0.6011482,0.5474723,0.5749357,0.9033115,0.8751107,0.0456328,0.03306613,0.8607623,0.8696386,0.8467615,0.8748925,0.04133589,0.04014721
cg26392703,0.8702202,0.8894449,0.1608247,0.1418685,0.339233,0.2099567,0.3687943,0.1904762,0.8892049,0.8903516,0.1054422,0.2371681,0.8656413,0.8760284,0.8685671,0.8751867,0.8557657,0.935106
cg13573375,0.179049,0.1341671,0.1381638,0.1035394,0.1584158,0.1339246,0.8659066,0.83779,0.8620061,0.8554496,0.1756272,0.1604222,0.1636569,0.1433431,0.1649146,0.1032005,0.8611858,0.8446841
cg13883027,0.106383,0.2010178,0.7954142,0.8270453,0.2247972,0.05084746,0.06334842,0.1609881,0.866037,0.8971945,0.2380282,0.2459792,0.827133,0.8049721,0.8317285,0.8270733,0.1352657,0.3162602
cg22774704,0.3900256,0.4312032,0.8981337,0.8658441,0.01947209,0.04019174,0.03346774,0.01513912,0.4377897,0.3913558,0.4316625,0.5145597,0.8846801,0.8812542,0.0249017,0.03220819,0.03284389,0.03601441
cg06307915,0.8980496,0.904853,0.9219405,0.9090127,0.05272746,0.06346939,0.03781229,0.04685801,0.5352903,0.5047637,0.4823352,0.5571197,0.5168413,0.5256565,0.9099036,0.8943278,0.9231346,0.9032699
cg00474373,0.5167944,0.5608771,0.8675472,0.890918,0.5818675,0.5563249,0.8932095,0.9059201,0.03767186,0.04229607,0.9293069,0.8709652,0.9024507,0.9032524,0.4500399,0.4841986,0.03108504,0.0390694
cg04613354,0.04862279,0.07603946,0.8460101,0.8698001,0.9037172,0.8970477,0.8550474,0.8615674,0.8621661,0.8934716,0.887179,0.8943575,0.55187,0.5873276,0.8576349,0.8638914,0.06350915,0.05686965
rs1510480,0.9637135,0.9787637,0.04370079,0.05076582,0.04336234,0.05080859,0.4350778,0.449652,0.4796315,0.4245868,0.9304395,0.9536434,0.04550675,0.0398054,0.4296333,0.4044568,0.46109,0.4961538
cg00944631,0.06639487,0.1112006,0.7373597,0.7554426,0.7331893,0.7394225,0.7927702,0.796945,0.11122,0.1006865,0.8326705,0.7781466,0.03532805,0.09304275,0.708504,0.6825825,0.1233803,0.06430868
cg11344566,1,0.1082458,0.1208004,0.1123719,0.1231711,0.1386327,0.09881044,0.1184086,0.0727111,1,0.1192557,0.1429456,1,0.09105194,0.05063738,0.08416595,0.08855635,0.1357406
cg11897887,0.8996865,0.9150239,0.5177877,0.5411121,0.5611467,0.5796922,0.06079553,0.05505443,0.5402685,0.5255054,0.9105784,0.9192808,0.03687151,0.05630312,0.8939193,0.8917059,0.9259949,0.9365914
cg00905457,0.04859879,0.06427221,0.9225702,0.9286511,0.5873675,0.5956725,0.02472266,0.04366632,0.04339441,0.01905626,0.5448477,0.5804598,0.5546646,0.5596073,0.5565593,0.5362278,0.9110445,0.925292
cg04431313,0.9095745,0.9250642,0.3188571,0.2962406,0.2553191,0.3263158,0.913366,0.9139403,0.1414634,0.1874016,0.9183053,0.9203426,0.9489,0.9315476,0.2315789,0.2857143,0.9138107,0.9124668
cg08963013,0.05190756,0.03648029,0.05763033,0.05293841,0.8776177,0.8733105,0.5439594,0.525804,0.05448437,0.04774387,0.05,0.05224107,0.5263623,0.5774791,0.5390044,0.5198439,0.8745641,0.8749597
cg21714731,0.04710446,0.0502477,0.8215086,0.8530527,0.02099552,0.04640907,0.538253,0.5709107,0.5695613,0.5207288,0.06106715,0.08110425,0.5481783,0.5843968,0.8555363,0.8705835,0.8513847,0.8911968
cg09451339,0.8614319,0.8759711,0.2352246,0.2078049,0.8539787,0.8793575,0.2676768,0.1986928,0.8671339,0.8523829,0.8760202,0.8786951,0.1609403,0.2831424,0.1141805,0.1400264,0.8545506,0.8698178
cg16055189,0.9188965,0.8758853,0.8870001,0.8852235,0.1660232,0.3089431,0.9049437,0.8885341,0.4932821,0.08482143,0.2041667,0.3840909,0.8998922,0.8925188,0.2984127,0.06962025,0.9029181,0.8934911
cg21498547,0.5455577,0.5443555,0.5486149,0.5815515,0.5720969,0.5983331,0.9295729,0.9170794,0.03260504,0.03012746,0.5641538,0.5783945,0.02084447,0.04683196,0.02252252,0.03789408,0.9012925,0.8794643
cg15094228,0.8388027,0.8735875,0.7801849,0.8350545,0.8926741,0.8749761,0.847801,0.8557337,0.03949304,0.02992366,0.5082292,0.5201161,0.8876003,0.8820081,0.0295884,0.02544687,0.5173176,0.5176757
cg11519740,0.8468757,0.8547099,0.8407302,0.8699713,0.8719054,0.8675155,0.5315315,0.1554487,0.3267776,0.1473881,0.1741176,0.1100671,0.2380952,0.03508772,0.8432651,0.8605174,0.1969887,0.2487206
cg20239921,0.251938,0.2350814,0.9087282,0.9234979,0.2330097,0.2762836,0.8829358,0.8970961,0.2195122,0.1656051,0.8859325,0.8948116,0.8875335,0.902834,0.8900925,0.895843,0.2352092,0.2149321
cg18828306,0.03359572,0.03310062,0.04241097,0.0379373,0.5087778,0.4926304,0.4603967,0.4651499,0.4939307,0.4558355,0.8552992,0.8600013,0.03129902,0.04133032,0.8390671,0.8467756,0.8380725,0.8552683
cg10989317,0.9820238,0.9719256,0.1756152,0.1262884,0.9838307,0.9764926,0.9767537,0.9775366,0.5558533,0.4732668,0.52926,0.5434645,0.5207542,0.5428609,0.160184,0.1045746,0.9806681,0.971133
cg06611487,0.8195101,0.8080857,0.8107004,0.878212,0.8755572,0.8508159,0.5891473,0.5118411,0.1259378,0.08066581,0.5228405,0.5719557,0.8453676,0.8392484,0.06997085,0.05380853,0.0990041,0.06807131
cg10238924,0.1920236,0.257649,0.8700678,0.8610061,0.1973203,0.2645089,0.235503,0.1555556,0.8809193,0.8560961,0.8899151,0.9008756,0.901048,0.8560347,0.8615432,0.8784851,0.2670713,0.1191646
cg06012903,0.4345992,0.1880223,0.8203883,0.8559853,0.8318369,0.8663325,0.8369387,0.820831,0.09891304,0.1153846,0.1769464,0.1334895,0.1941176,0.1774848,0.8179295,0.8542248,0.1863208,0.1321787
cg24407607,0.8251012,0.9436229,0.04644616,0.04480874,0.896338,0.925008,0.9229384,0.8978102,0.09277918,0.07265774,0.5766551,0.5851121,0.8750331,0.761158,0.4894614,0.515949,0.8936913,0.8876336
cg00695177,0.03931357,0.05724932,0.6002424,0.6212146,0.9199183,0.9040733,0.5863636,0.5330334,0.5754581,0.5454545,0.9402778,0.9336552,0.8687455,0.9095534,0.922426,0.9337419,0.06652186,0.07165002
cg07769198,0.02199313,0.03931516,0.5542622,0.5603909,0.5422373,0.5827748,0.9109723,0.9357032,0.5495309,0.5390664,0.5502541,0.5777835,0.9438921,0.9517815,0.01939826,0.02811187,0.9345185,0.9340043
cg23728836,0.8559103,0.8204322,0.03729424,0.08002992,0.1491504,0.1062425,0.08229243,0.1251314,0.09546703,0.04484902,0.8742812,0.9042673,0.6813678,0.6973244,0.4215686,0.438098,0.6868961,0.726949
cg02907150,0.5443107,0.5798296,0.9077655,0.9222696,0.5539975,0.5870461,0.03338088,0.06598063,0.9131982,0.9065651,0.5541619,0.5685136,0.0302391,0.05801736,0.009508286,0.0329691,0.5631375,0.5750738
cg18111114,0.4861161,0.5286839,0.04544326,0.03588317,0.07910751,0.1889986,0.2318584,0.1292517,0.04502129,0.04003585,0.8247194,0.8329911,0.7826474,0.7708217,0.02129317,0.04000879,0.7727631,0.7806383
cg08736526,0.2637591,0.184127,0.8031555,0.820019,0.8305438,0.8353478,0.1474435,0.07963446,0.2455026,0.1828125,0.8281267,0.8466402,0.8382011,0.8629483,0.1678832,0.1035857,0.8338788,0.8392465
cg05448209,0.8690207,0.9026886,0.8888376,0.9160452,0.9104074,0.8961095,0.3348946,0.1642012,0.8861236,0.8972615,0.2211538,0.1564356,0.1097257,0.2439759,0.9053898,0.9071448,0.9287552,0.9078522
cg01625212,0.8744076,0.8784325,0.1589311,0.03100775,0.8826897,0.8823442,0.874838,0.8807765,0.8744073,0.8812491,0.8968777,0.8982071,0.2405446,0.2659123,0.8871387,0.8834313,0.2488152,0.1808118
cg20981163,0.5355187,0.5488069,0.0397039,0.04943051,0.03943425,0.0443771,0.8425729,0.8624432,0.5520924,0.5349021,0.05082966,0.04665542,0.8605523,0.8362231,0.5265327,0.5115802,0.838648,0.8541762
cg15491125,0.8818279,0.879248,0.3822743,0.4144137,0.05447693,0.06786301,0.8519982,0.8820966,0.8850381,0.9184929,0.42529,0.4413615,0.8906422,0.9173649,0.4782025,0.5239521,0.05173216,0.05737184
cg14942092,0.7639349,0.8722264,0.03256756,0.0585345,0.543836,0.5418958,0.5095131,0.4868099,0.8237054,0.8806419,0.8620645,0.9082068,0.8957447,0.8883005,0.8471629,0.892237,0.04656831,0.04684593
cg24506221,0.6766699,0.8009524,0.7978571,0.8577586,0.07255665,0.06402299,0.03697726,0.02340809,0.03565002,0.0355088,0.6318083,0.7086672,0.8225084,0.7335945,0.7286528,0.7643379,0.2800546,0.44
cg16390578,0.8110571,0.7968117,0.195122,0.1490515,0.2005277,0.2817259,0.1410256,0.1502591,0.1764706,0.1909091,0.8604122,0.8673363,0.8683919,0.8195059,0.08921933,0.2255965,0.8484521,0.8436179
cg15546285,0.8421847,0.8577902,0.8441758,0.8390546,0.136876,0.174938,0.246063,0.2553571,0.1819596,0.1136767,0.116061,0.1596806,0.08240887,0.1545319,0.1552,0.0625,0.8609476,0.8372419
cg24586205,0.04648391,0.07550336,0.6268424,0.6401166,0.03254679,0.07116212,0.9058716,0.8960364,0.628706,0.6539924,0.6573022,0.6653226,0.6595878,0.7163324,0.03831283,0.05457885,0.06727099,0.08641592
cg20704148,0.03680922,0.04529707,0.7538161,0.792232,0.4997134,0.511672,0.773764,0.7999389,0.5079984,0.4541,0.8158537,0.8292563,0.03396852,0.05182324,0.03998642,0.04420938,0.7919263,0.8140732
cg16044575,0.8727335,0.9184598,0.5535428,0.5710668,0.912182,0.8980351,0.02748414,0.07066917,0.06493506,0.02589991,0.9163664,0.8781355,0.5626025,0.479085,0.9040211,0.8886038,0.5920763,0.5688958
cg04990378,0.8752948,0.8859257,0.8800494,0.8913997,0.4741487,0.5035178,0.05410241,0.06824694,0.08582185,0.06468217,0.8738539,0.8939009,0.8818829,0.8749033,0.8640478,0.8829252,0.5066817,0.5181833
cg14114910,0.5252515,0.5259467,0.03627096,0.03229136,0.5283019,0.5510793,0.4803811,0.5170149,0.909503,0.9101401,0.9079433,0.9074554,0.5137209,0.5477593,0.02496776,0.0204646,0.03807107,0.02896552
cg11786587,0.6154391,0.5971958,0.6132374,0.6123641,0.04027108,0.05666354,0.04393427,0.05381264,0.8999541,0.9027964,0.04843559,0.0516325,0.6041477,0.6068787,0.5863952,0.5926511,0.9051553,0.8962935
cg14797147,0.03136735,0.04104951,0.5245356,0.5364508,0.572686,0.5580722,0.9124761,0.9413428,0.5584288,0.5643146,0.9236544,0.9398865,0.5399023,0.5651077,0.02255054,0.03152076,0.925777,0.9410763
cg07700317,0.8965732,0.9253007,0.006564029,0.03317995,0.9250973,0.9406477,0.5869837,0.5850299,0.04565642,0.04330312,0.5608689,0.5950565,0.5891941,0.5543507,0.977239,0.9146969,0.5708757,0.6308355
cg02246922,0.08771084,0.09956018,0.9877328,0.9672862,0.952725,0.9589496,0.9493153,0.9502934,0.7438404,0.7437408,0.7054076,0.6881023,0.08163265,0.02710716,0.7031625,0.6544761,0.6510269,0.733564
cg11663691,0.9142952,0.8541176,0.69785,0.6262922,0.5106136,0.5897527,0.05287071,0.03781641,0.6108073,0.4594872,0.9237845,0.884801,0.4659553,0.5897602,0.03158706,0.0292729,0.02412769,0.08559256
cg27017735,0.4920157,0.5170987,0.8770972,0.8909166,0.8566451,0.8872638,0.5591787,0.5622127,0.8556701,0.8519695,0.07375979,0.05378486,0.9198875,0.8136682,0.8661151,0.8918254,0.04632945,0.05168211
